theta,alpha,alpha0,rho1,rho2,gamma,user
4.72950443129866,-117.72078885430854,100.00857377205307,-12.256310483141307,6.0019429973253065,-6.796193662773583,user_3
4.611215017515478,-105.33902531369442,91.61936705630909,-12.294830987773418,6.002866706485121,-4.791742525871351,user_3
6.224664817318172,-117.84398901426572,98.56920840182379,-12.256234241097761,6.002725275990088,-7.201430056144352,user_3
5.387707264066909,-126.84369066235759,102.40974055118583,-12.245040561490827,6.00381515008337,-7.891136599295803,user_3
5.819998713641458,-122.76965929862767,101.12765942949017,-12.278636925226154,6.002965966794078,-7.218627889690498,user_3
5.453799924716025,-111.94198353712291,96.2311822270221,-12.279831334819228,6.007290650274251,-6.011668596703703,user_3
5.986290898475321,-113.02670649122103,90.2817163333449,-12.293306758546162,5.996783051680659,-6.863477043738076,user_3
6.235315085374383,-135.23516763225436,114.10747299241692,-12.319365409682902,6.0210658181784025,-7.208444188873883,user_3
6.031930824762686,-117.5942674126954,97.53739940469792,-12.271418865275722,6.001923168520744,-6.874119547592113,user_3
6.232092174009606,-122.52146523212113,103.25237229072091,-12.32680844344542,5.998414395555377,-7.692132115569424,user_3
5.340487936301981,-109.71091706678911,96.29565771250867,-12.280011887264063,6.0027764730686926,-5.80566130390646,user_3
5.371963225800166,-140.63825165035652,121.48116956900778,-12.291438135331221,6.0119344237657435,-7.19231399285281,user_3
5.813099580643995,-122.32599994497339,98.22919463940936,-12.313431767858688,6.003458543095291,-7.437881494425319,user_3
5.187103508344092,-148.4007383748091,120.38342739149509,-12.251972190377783,6.013560149177714,-8.025392431292357,user_3
6.424393382431409,-118.73524803989842,100.00933223703653,-12.32005307242998,6.003298127546151,-7.2929006834071854,user_3
5.858914855862897,-124.27359146939466,101.4391422792621,-12.315857965964389,6.002952803904345,-7.129034006329442,user_3
6.515101454200841,-121.27343433728642,101.98865727409591,-12.318235625285473,6.003218534004864,-7.407350499187427,user_3
6.038852491431087,-133.33644332084802,105.32704438195267,-12.333238159193572,6.004574449376168,-7.638883532980389,user_3
6.1706456510755,-129.45687616428287,104.65617405728123,-12.342448942117155,6.004233913939206,-7.76946905836567,user_3
6.184430291826978,-119.57662604980482,98.76832781405967,-12.209622331544262,5.999515163934871,-7.415386954444136,user_3
6.088625576042104,-116.80158875319279,97.51462408965217,-12.338976005109993,6.002024107075971,-7.076942630974281,user_3
6.57658405560551,-125.21990735834478,105.0509984126078,-12.330138202538405,6.004094319658012,-7.546451827083044,user_3
5.712264764058931,-119.44452842179429,100.2022820146267,-12.306615186322512,6.000108960240998,-6.9487815006147775,user_3
6.044208485386555,-129.92605914587057,103.38232533261613,-12.315071656068337,6.004372789584665,-7.716897189278038,user_3
6.351158445112112,-133.59318404167044,106.85446956355396,-12.261231517259397,6.003824408345464,-7.704786730037994,user_3
7.193991283809775,-119.47792573057397,97.23216367110037,-12.310388881318717,6.0092889226125985,-7.587732697802915,user_3
5.44337188434615,-119.76176083759057,98.53463014186153,-12.318922684809971,6.0026951466681675,-6.814736227566986,user_3
5.558536289123213,-127.20479731069543,103.52048324225336,-12.289286453113144,6.004241785440655,-7.424673936788599,user_3
6.415171400559504,-129.71083090850092,104.72540883500798,-12.325130650553277,6.000607656148489,-7.740324789914214,user_3
5.79037324285287,-114.13709196897956,96.5237986433421,-12.302317992816745,6.003085072466609,-7.2789593147161895,user_3
6.053938016116826,-140.83179241423565,117.6747599260631,-12.371771313190282,6.012810428337499,-8.512218979847962,user_3
6.380609084745181,-118.6372501337308,102.30897853267808,-12.295718397574781,6.002348558580932,-7.32568121205737,user_3
5.5484519903863925,-121.4913596960201,102.82151847431933,-12.358678505455423,5.9972256943995506,-7.160193667196477,user_3
6.417829392735001,-121.8599121209603,98.91844505873529,-12.256582433866058,6.000786295234757,-7.337499500967405,user_3
6.056957197794234,-125.85483575387829,102.51826858633737,-12.276480448420838,6.003341790214632,-7.957492953552919,user_3
6.37606794898029,-129.17842913476395,103.63706440857422,-12.315152593188555,6.004117911086858,-7.763487386265848,user_3
6.719582829233476,-132.2910187910567,106.63615205071444,-12.24395336628015,6.00407061662089,-8.034060161269801,user_3
5.575135605311085,-115.66126399899794,91.01130932560693,-12.294104729022111,6.005157066389171,-7.191369635734623,user_3
6.495929703188756,-113.74920770522999,92.65918046280281,-12.317410400466558,6.007095096187638,-6.97883065654539,user_3
6.285567546573975,-121.736140888374,96.86752829957643,-12.310078349957475,6.003564111160036,-8.101037016366709,user_3
5.804184281631044,-120.91345439604308,101.81682368139093,-12.284425205538996,6.0010677397430054,-6.64216018606567,user_3
6.129472100915102,-124.58915007305376,100.8941668512894,-12.253164214481034,6.003181955339789,-7.776952277033214,user_3
6.467175943627827,-104.7997160736106,81.27886016324165,-12.408274571044101,6.017632791561926,-7.028446917390035,user_3
5.308334169124106,-132.65755606765586,107.54795263214191,-12.19693856804421,6.005826869408628,-7.1816724013227,user_3
5.959715998951366,-123.8805340546205,102.2323400199985,-12.346599931426093,5.99968880116897,-7.124497449233453,user_3
6.371205328586574,-99.39692772771102,73.38307581500023,-12.335874327995947,6.009968294290293,-6.6658670364619415,user_3
6.00371107006713,-121.02247394727415,102.61948315021283,-12.26460568239371,6.003079807911965,-7.5142207354150585,user_3
7.130694293432726,-120.90398872619475,97.32039596842958,-12.390291164277636,6.00669560945853,-7.4979556660707685,user_3
5.703089374025822,-120.97640746283264,103.4206857066686,-12.245575430430456,6.003988380150694,-7.706018385828217,user_3
5.509936035209322,-116.85378786680398,97.42932760608173,-12.302303499563015,6.000268145185779,-6.837265695805524,user_3
